ID,DOI,Link,Creative Commons,"Retracted/Corrected (as of July 21, 2021)","Retraction/Correction DOI (as of July 21, 2021)",Retraction/Correction Reason,"False Alarm Test (as of July 21, 2021)",Content Extraction Annotation,Image Ranking Annotation,Panel Segmentation Annotation,Copy-Move Detection Annotation,Provenance Analysis Annotation
848,10.1111/dgd.12123,https://onlinelibrary.wiley.com/doi/full/10.1111/dgd.12123,No,Yes,10.1111/dgd.12583,Questionable Image,No,Yes,No,No,No,No
849,10.1002/art.20429,https://onlinelibrary.wiley.com/doi/full/10.1002/art.20429,No,Yes,10.1002/art.41035,Questionable Image,No,No,No,No,Yes,No
850,10.1038/sj.emboj.7601404,https://www.embopress.org/doi/full/10.1038/sj.emboj.7601404,No,Yes,10.15252/embj.2019103220,Image Manipulation,No,No,No,No,No,No
851,10.1002/hep.26505,https://aasldpubs.onlinelibrary.wiley.com/doi/full/10.1002/hep.26505,No,Yes,10.1002/hep.29401,Image Duplication,No,No,No,No,Yes,Yes
852,10.1111/j.1471-4159.2006.04301.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1471-4159.2006.04301.x,No,Yes,10.1111/j.1471-4159.2012.07662.x,Image Manipulation,No,No,No,No,No,No
853,10.1111/j.1582-4934.2007.00207.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1582-4934.2007.00207.x,No,Yes,10.1111/jcmm.12621,Image Falsification/Fabrication,No,No,No,No,No,No
854,10.1002/hep.28893,https://aasldpubs.onlinelibrary.wiley.com/doi/full/10.1002/hep.28893,No,Yes,10.1002/hep.30898,Image Falsification/Fabrication,No,No,No,No,No,No
855,10.1016/j.febslet.2008.02.035,https://febs.onlinelibrary.wiley.com/doi/full/10.1016/j.febslet.2008.02.035,No,Yes,10.1002/1873-3468.13014,Image Manipulation,No,No,No,No,No,No
856,10.1002/jccs.201800189,https://onlinelibrary.wiley.com/doi/abs/10.1002/jccs.201800189,No,Yes,10.1002/jccs.201800189,Image Duplication Across Articles,No,No,No,No,No,No
857,10.1562/2005-04-11-RA-487,https://onlinelibrary.wiley.com/doi/full/10.1562/2005-04-11-RA-487,No,Yes,10.1111/php.12904,Image Manipulation,No,No,No,No,No,No
858,10.1111/j.1751-1097.2011.01020.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1751-1097.2011.01020.x,No,No,-,-,No,No,No,No,No,No
859,10.1111/j.1745-7599.2007.00262.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1745-7599.2007.00262.x,No,Yes,10.1111/j.1745-7599.2011.00642.x,Article Duplication,No,No,No,No,No,No
860,10.1111/j.1744-6171.2009.00187.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1744-6171.2009.00187.x,No,Yes,10.1111/j.1744-6171.2011.00284.x,Invalid References,No,No,No,No,No,No
861,10.1111/j.1744-6171.2008.00163.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1744-6171.2008.00163.x,No,Yes,10.1111/j.1744-6171.2011.00285.x,Invalid References,No,No,No,No,No,No
862,10.1111/j.1744-6171.2009.00185.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1744-6171.2009.00185.x,No,Yes,10.1111/j.1744-6171.2011.00283.x,Invalid References,No,No,No,No,No,No
863,10.1111/j.1744-6171.2009.00211.x,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1744-6171.2009.00211.x,No,Yes,10.1111/j.1744-6171.2011.00282.x,Article Duplication,No,No,No,No,No,No
864,10.1002/bmc.1243,https://onlinelibrary.wiley.com/doi/abs/10.1002/bmc.1243,No,Yes,PMCID: PMC5019596,Image Falsification/Fabrication,No,No,No,No,No,No
865,10.1111/j.1476-5381.2011.01673.x,https://bpspubs.onlinelibrary.wiley.com/doi/full/10.1111/j.1476-5381.2011.01673.x,No,Yes,10.1111/bph.13915,Image Duplication,No,No,No,No,No,No
866,10.1002/bio.2974,https://onlinelibrary.wiley.com/doi/full/10.1002/bio.2974,No,Yes,10.1002/bio.3693,Image Duplication Across Articles,No,No,No,No,No,No
867,10.1002/cncr.21904,https://acsjournals.onlinelibrary.wiley.com/doi/full/10.1002/cncr.21904,No,Yes,10.1002/cncr.30216,Image Duplication Across Articles; Image Manipulation,No,No,No,No,Yes,Yes
868,10.1038/onc.2010.491,https://www.nature.com/articles/onc2010491,No,Yes,10.1038/onc.2016.475,Image Duplication,No,Yes,No,No,Yes,No
869,10.1038/cdd.2010.114,https://www.nature.com/articles/cdd2010114,No,Yes,10.1038/cdd.2013.185,Image Duplication Across Articles,No,No,No,No,Yes,No
870,10.1038/nm1491,https://www.nature.com/articles/nm1491,No,Yes,10.1038/nm0111-135,Unreproducible Experiments,No,Yes,No,No,No,No
871,10.1007/s00253-005-0255-8,https://link.springer.com/article/10.1007/s00253-005-0255-8,No,Yes,10.1007/s00253-017-8413-3,Image Duplication Across Articles,No,Yes,No,No,No,No
872,10.1038/sj.onc.1210544,https://www.nature.com/articles/1210544,No,Yes,10.1038/onc.2015.313,Image Error,No,No,No,No,Yes,No
873,10.1007/s00109-010-0669-3,https://link.springer.com/article/10.1007%2Fs00109-010-0669-3,No,Yes,10.1007/s00109-012-0987-8,Image Duplication,No,Yes,No,No,No,No
874,10.1007/s11095-008-9661-9,https://link.springer.com/article/10.1007%2Fs11095-008-9661-9,No,Yes,10.1007/s11095-008-9690-4,Wrong Author Information,No,No,Yes,Yes,No,No
875,10.1007/s10637-015-0296-5,https://link.springer.com/article/10.1007%2Fs10637-015-0296-5,No,No,-,-,No,Yes,No,No,No,No
876,10.1186/ar4393,https://arthritis-research.biomedcentral.com/articles/10.1186/ar4393,No,No,-,-,No,Yes,No,No,No,No
877,10.1038/srep06097,https://www.nature.com/articles/srep06097,No,No,-,-,No,No,No,No,No,No
878,10.1007/s12263-011-0227-9,https://link.springer.com/article/10.1007%2Fs12263-011-0227-9,No,No,-,-,No,No,No,No,No,No
879,10.1007/s10549-009-0572-1,https://link.springer.com/article/10.1007%2Fs10549-009-0572-1,No,Yes,10.1007/s10549-016-3904-y,Image Duplication,No,Yes,No,No,No,No
880,10.1007/s10549-010-0883-2,https://link.springer.com/article/10.1007%2Fs10549-010-0883-2,No,Yes,10.1007/s10549-016-3905-x,Image Manipulation,No,Yes,No,No,No,Yes
881,10.1007/s12011-014-9886-x,https://link.springer.com/article/10.1007%2Fs12011-014-9886-x,No,Yes,10.1007/s12011-014-0198-y,Image Duplication,No,Yes,Yes,Yes,No,No
882,10.1186/1756-8722-6-77,https://jhoonline.biomedcentral.com/articles/10.1186/1756-8722-6-77,No,No,-,-,No,No,No,No,No,No
883,10.1007/s00125-011-2125-5,https://link.springer.com/article/10.1007%2Fs00125-011-2125-5,No,Yes,10.1007/s00125-018-4569-3,Image Duplication; Image Falsification/Fabrication,No,Yes,No,No,No,No
884,10.1038/sj.leu.2403868,https://www.nature.com/articles/2403868,No,Yes,10.1038/leu.2016.7,Image Duplication,No,Yes,No,No,Yes,No
885,10.1038/sj.cdd.4401839,https://www.nature.com/articles/4401839,No,Yes,10.1038/cdd.2013.183,Image Duplication,No,Yes,No,No,Yes,No
886,10.1007/s10620-016-4149-7,https://link.springer.com/article/10.1007%2Fs10620-016-4149-7,No,Yes,10.1007/s10620-019-05932-9,Image Duplication Across Articles,No,Yes,No,No,No,No
887,10.1007/s00280-004-0907-x,https://link.springer.com/article/10.1007%2Fs00280-004-0907-x,No,Yes,10.1007/s00280-017-3515-2,Image Duplication; Image Duplication Across Articles; Image Manipulation,No,Yes,No,No,No,Yes
888,10.1038/sj.cgt.7700918,https://www.nature.com/articles/7700918,No,Yes,10.1038/s41417-019-0148-0,Image Duplication Across Articles; Image Manipulation,No,Yes,No,No,No,No
889,10.1007/s12206-014-0524-5,https://link.springer.com/article/10.1007%2Fs12206-014-0524-5,No,Yes,10.1007/s12206-016-0754-9,Image Duplication; Image Duplication Across Articles; Image Manipulation,No,No,No,No,No,No
890,10.1007/s12035-013-8486-7,https://link.springer.com/article/10.1007%2Fs12035-013-8486-7,No,No,-,-,No,Yes,Yes,Yes,No,No
891,10.1038/cdd.2017.31,https://www.nature.com/articles/cdd201731,No,Yes,10.1038/s41418-019-0428-0,Image Duplication,No,Yes,No,No,Yes,No
892,10.1186/s12935-018-0665-1,https://cancerci.biomedcentral.com/articles/10.1186/s12935-018-0665-1,No,Yes,10.1186/s12935-019-1019-3,Image Duplication Across Articles,No,No,No,No,No,No
893,10.1186/1477-7827-1-125,https://rbej.biomedcentral.com/articles/10.1186/1477-7827-1-125,No,Yes,10.1186/s12958-015-0016-1,Image Falsification/Fabrication,No,No,No,No,No,No
894,10.1177/1933719108324132,https://link.springer.com/article/10.1177/1933719108324132#Abs1,No,Yes,10.1177/1933719114547496,Image Falsification/Fabrication,No,No,No,No,No,No
895,10.1007/s00125-007-0723-z,https://link.springer.com/article/10.1007%2Fs00125-007-0723-z,No,Yes,10.1007/s00125-017-4477-y,Image Duplication,No,No,No,No,No,No
896,10.1007/s10637-009-9349-y,https://link.springer.com/article/10.1007%2Fs10637-009-9349-y,No,Yes,10.1007/s10637-019-00841-0,Image Error,No,No,No,No,No,No
897,10.1007/s12588-010-0016-0,https://link.springer.com/article/10.1007%2Fs12588-010-0016-0,No,Yes,10.1007/s12588-016-9167-y,Image Duplication Across Articles,No,No,No,No,No,No
898,10.1007/s12298-013-0187-1,https://link.springer.com/article/10.1007%2Fs12298-013-0187-1,No,Yes,10.1007/s12298-016-0348-0,Image Falsification/Fabrication,No,No,No,No,No,No
899,10.1186/s40064-016-2405-0,https://springerplus.springeropen.com/articles/10.1186/s40064-016-2405-0,No,No,-,-,No,No,No,No,No,No
900,10.1186/s12885-016-2263-8,https://bmccancer.biomedcentral.com/articles/10.1186/s12885-016-2263-8,No,No,-,-,No,No,No,No,No,No
901,10.1007/s12070-017-1143-0,https://link.springer.com/article/10.1007%2Fs12070-017-1143-0,No,No,-,-,No,No,No,No,No,No
902,10.1038/srep44225,https://www.nature.com/articles/srep44225,No,No,-,-,No,No,No,No,No,No
903,10.1186/s12917-018-1444-x,https://bmcvetres.biomedcentral.com/articles/10.1186/s12917-018-1444-x,No,No,-,-,No,No,No,No,No,No
904,10.1007/s10620-012-2108-5,https://link.springer.com/article/10.1007%2Fs10620-012-2108-5,No,Yes,10.1007/s10620-019-05728-x,Image Duplication; Image Manipulation,No,No,No,No,No,No
905,10.1186/1472-6882-11-134,https://bmccomplementmedtherapies.biomedcentral.com/articles/10.1186/1472-6882-11-134,No,No,-,-,No,No,No,No,No,No
906,10.1038/s41598-017-01774-5,https://www.nature.com/articles/s41598-017-01774-5,No,No,-,-,No,No,No,No,No,No
907,10.1038/s41598-017-01659-7,https://www.nature.com/articles/s41598-017-01659-7,No,No,-,-,No,No,No,No,No,No
908,10.1038/nature08749,https://www.nature.com/articles/nature08749,No,Yes,10.1038/nature09474,Questionable Data,No,No,No,No,No,No
909,10.1038/onc.2008.419,https://www.nature.com/articles/onc2008419,No,Yes,10.1038/onc.2011.388,Questionable Data,No,No,No,No,No,No
910,10.1038/s41419-018-0931-0,https://www.nature.com/articles/s41419-018-0931-0,No,Yes,10.1038/s41419-019-1866-9,Image Error,No,No,No,No,No,No
911,10.1186/1471-2180-6-26,https://bmcmicrobiol.biomedcentral.com/articles/10.1186/1471-2180-6-26,No,Yes,10.1186/s12866-019-1608-2,Image Duplication; Image Manipulation,No,No,No,No,Yes,Yes
912,10.1038/nature04585,https://www.nature.com/articles/nature04585,No,Yes,10.1038/nature23287,Image Duplication,No,No,No,No,Yes,No
913,10.1038/cddis.2016.268,https://www.nature.com/articles/cddis2016268,No,Yes,10.1038/s41419-019-1853-1,Image Duplication,No,No,No,No,No,No
914,10.1007/s10620-012-2395-x,https://link.springer.com/article/10.1007%2Fs10620-012-2395-x,No,Yes,10.1007/s10620-019-05903-0,Image Duplication Across Articles,No,No,No,No,No,No
915,10.1038/s41419-018-0536-7,https://www.nature.com/articles/s41419-018-0536-7,No,Yes,10.1038/s41419-019-1864-y,Image Duplication,No,No,No,No,No,No
916,10.1186/s13000-015-0366-1,https://diagnosticpathology.biomedcentral.com/articles/10.1186/s13000-015-0366-1,No,Yes,10.1186/s13000-017-0637-0,Image Duplication Across Articles,No,No,No,No,No,No
917,10.1186/s12943-015-0315-3,https://molecular-cancer.biomedcentral.com/articles/10.1186/s12943-015-0315-3,No,Yes,10.1186/s12943-019-1042-y,Image Duplication Across Articles,No,No,No,No,No,No
918,10.1186/s12935-016-0349-7,https://cancerci.biomedcentral.com/articles/10.1186/s12935-016-0349-7,No,Yes,10.1186/s12935-017-0425-7,Image Duplication Across Articles,No,No,No,No,No,No
919,10.1038/srep22747,https://www.nature.com/articles/srep22747,No,Yes,10.1038/s41598-019-50843-4,Image Error,No,No,No,No,No,No
920,10.1038/aps.2014.88,https://www.nature.com/articles/aps201488,No,Yes,10.1038/aps.2018.2,Image Duplication,No,No,No,No,No,Yes
921,10.1186/s13045-016-0288-8,https://jhoonline.biomedcentral.com/articles/10.1186/s13045-016-0288-8,No,Yes,10.1186/s13045-017-0544-6,Image Duplication Across Articles,No,No,No,No,No,No
922,10.1007/s12666-018-1389-6,https://link.springer.com/article/10.1007%2Fs12666-018-1389-6,No,Yes,10.1007/s12666-019-01821-x,Questionable Data,No,No,No,No,No,No
923,10.1038/35102506,https://www.nature.com/articles/35102506,No,Yes,10.1038/nature06819,Questionable Data; Questionable Image,No,No,No,No,No,No
924,10.1152/ajpheart.01200.2007,https://journals.physiology.org/doi/full/10.1152/ajpheart.01200.2007,No,Yes,10.1152/ajpheart.zh4-0451-retr.2012,Data Falsification/Fabrication,No,No,No,No,No,No
925,10.1152/ajpheart.01012.2001,https://journals.physiology.org/doi/full/10.1152/ajpheart.01012.2001,No,Yes,10.1152/ajpheart.zh4-0450-retr.2012,Data Falsification/Fabrication,No,No,No,No,No,No
926,10.1152/ajpendo.00272.2013,https://journals.physiology.org/doi/full/10.1152/ajpendo.00272.2013,No,Yes,10.1152/ajpendo.zh1-7843-retr.2017,Image Duplication; Image Duplication Across Articles; Image Manipulation,No,Yes,No,No,No,No
927,10.1152/ajpcell.00349.2001,https://journals.physiology.org/doi/full/10.1152/ajpcell.00349.2001,No,Yes,10.1152/ajpcell.zh0-7218-retr.2013,Image Falsification/Fabrication,No,Yes,No,No,No,No
928,10.1152/ajpcell.00211.2006,https://journals.physiology.org/doi/full/10.1152/ajpcell.00211.2006,No,Yes,10.1152/ajpcell.zh0-7219-retr.2013,Image Falsification/Fabrication,No,Yes,No,No,No,No
929,10.1152/ajpcell.00042.2007,https://journals.physiology.org/doi/full/10.1152/ajpcell.00042.2007,No,Yes,10.1152/ajpcell.zh0-7220-retr.2013,Image Falsification/Fabrication,No,Yes,Yes,Yes,No,No
930,10.1152/ajpheart.00382.2006,https://journals.physiology.org/doi/full/10.1152/ajpheart.00382.2006,No,Yes,10.1152/ajpheart.zh4-1470-retr.2015,Image Falsification/Fabrication,No,Yes,No,No,No,No
931,10.1152/ajprenal.00233.2015,https://journals.physiology.org/doi/full/10.1152/ajprenal.00233.2015,No,Yes,10.1152/ajprenal.zh2-8076-retr.2016,Questionable Image,No,Yes,No,No,No,No
932,10.1152/jn.2000.83.6.3299,https://journals.physiology.org/doi/full/10.1152/jn.2000.83.6.3299,No,Yes,10.1152/jn.z9k-8459-Retraction.2007,Data Falsification/Fabrication,No,Yes,No,No,No,No
933,10.1152/ajpheart.00737.2005,https://journals.physiology.org/doi/full/10.1152/ajpheart.00737.2005,No,No,-,-,No,No,No,No,No,No
934,10.1152/ajpheart.00777.2008,https://journals.physiology.org/doi/full/10.1152/ajpheart.00777.2008,No,Yes,10.1152/ajpheart.zh4-1249-retr.2014,Image Falsification/Fabrication,No,No,No,No,No,No
935,10.1152/ajplung.00099.2007,https://journals.physiology.org/doi/full/10.1152/ajplung.00099.2007,No,Yes,10.1152/ajplung.zh5-6097-retr.2012,Questionable Image,No,No,No,No,No,No
936,10.4049/jimmunol.1201651,https://www.jimmunol.org/content/189/9/4566,No,Yes,10.4049/jimmunol.1700657,Image Duplication,No,Yes,No,No,Yes,No
937,10.4049/jimmunol.176.3.1534,https://www.jimmunol.org/content/176/3/1534,No,Yes,10.4049/jimmunol.1500893,Image Falsification/Fabrication,No,Yes,No,No,No,No
938,10.4049/jimmunol.0903617,https://www.jimmunol.org/content/186/7/4367,No,Yes,10.4049/jimmunol.1700997,Image Duplication; Image Manipulation,No,No,No,No,Yes,Yes
939,10.4049/jimmunol.0802378,https://www.jimmunol.org/content/182/10/6470,No,Yes,10.4049/jimmunol.1700863,Image Duplication Across Articles,No,No,No,No,No,Yes
940,10.1080/15384101.2017.1338985,https://www.tandfonline.com/doi/full/10.1080/15384101.2017.1338985,No,Yes,10.1080/15384101.2017.1338985,Image Manipulation,No,Yes,No,No,No,No
941,10.1179/174313209X414515,https://www.tandfonline.com/doi/abs/10.1179/174313209X414515,No,Yes,10.1080/01616412.2017.1288458,Image Duplication Across Articles,No,No,No,No,No,No
942,10.1179/016164111X12881719352570,https://www.tandfonline.com/doi/abs/10.1179/016164111X12881719352570,No,Yes,10.1080/01616412.2017.1288458,Image Duplication Across Articles,No,No,No,No,No,No
943,10.1080/10715760600833085,https://www.tandfonline.com/doi/abs/10.1080/10715760600833085,No,Yes,10.3109/10715762.2012.659892,Data Falsification/Fabrication,No,No,No,No,No,No
944,10.4161/cbt.8.9.8131,https://www.tandfonline.com/doi/abs/10.4161/cbt.8.9.8131,No,Yes,10.1080/15384047.2019.1618578,Image Duplication,No,Yes,Yes,Yes,Yes,No
945,10.2147/IJN.S35502,https://www.dovepress.com/preparation-of-bioactive-interferon-alphandash-loaded-polysaccharide-n-peer-reviewed-article-IJN,Yes,Yes,10.2147/IJN.S170339,Image Duplication,No,Yes,No,No,Yes,No
946,10.4161/epi.23078,https://www.tandfonline.com/doi/full/10.4161/epi.23078,No,No,-,-,No,No,No,No,No,No
947,10.2147/IJN.S27621,https://www.dovepress.com/controlled-release-and-preserved-bioactivity-of-proteins-from-self-ass-peer-reviewed-article-IJN,Yes,Yes,10.2147/IJN.S170335,Image Duplication,No,No,No,No,Yes,No
948,10.1021/ac302855m,https://pubs.acs.org/doi/10.1021/ac302855m,No,Yes,10.1021/acs.analchem.8b01500,Image Manipulation,No,No,No,No,No,No
949,10.1021/jf0728146,https://pubs.acs.org/doi/10.1021/jf0728146,No,Yes,10.1021/jf3008585,Image Falsification/Fabrication,No,No,No,No,No,No
950,10.1021/jf801791d,https://pubs.acs.org/doi/10.1021/jf801791d,No,Yes,10.1021/jf3008597,Image Falsification/Fabrication,No,No,No,No,No,No
951,10.1021/jf901301w,https://pubs.acs.org/doi/10.1021/jf901301w,No,Yes,10.1021/jf3008579,Image Falsification/Fabrication,No,No,No,No,No,No
952,10.1021/acs.est.7b02431,https://pubs.acs.org/doi/10.1021/acs.est.7b02431,No,Yes,10.1021/acs.est.9b04756,Image Duplication Across Articles,No,Yes,No,No,No,No
953,10.1021/acsbiomaterials.8b00249,https://pubs.acs.org/doi/10.1021/acsbiomaterials.8b00249,No,Yes,10.1021/acsbiomaterials.9b00924,Image Duplication,No,Yes,No,No,Yes,Yes
954,10.1021/am300292v,https://pubs.acs.org/doi/10.1021/am300292v,No,Yes,10.1021/acsami.9b11759,Image Duplication; Image Manipulation,No,No,No,No,Yes,No
955,10.1021/acsomega.8b00488,https://pubs.acs.org/doi/10.1021/acsomega.8b00488,No,Yes,10.1021/acsomega.9b02494,Image Duplication,No,No,No,No,No,No
956,10.1021/acssuschemeng.6b01463,https://pubs.acs.org/doi/10.1021/acssuschemeng.6b01463,No,Yes,10.1021/acssuschemeng.8b01992,Image Duplication,No,No,No,No,No,No
957,10.1021/jm400290q,https://pubs.acs.org/doi/10.1021/jm400290q,No,Yes,10.1021/acs.jmedchem.9b01539,Image Error,No,No,No,No,No,No
958,10.1021/acsomega.8b00153,https://pubs.acs.org/doi/10.1021/acsomega.8b00153,No,Yes,10.1021/acsomega.9b01801,Image Manipulation,No,No,No,No,No,No
959,10.1093/carcin/bgp201,https://academic.oup.com/carcin/article/30/11/1957/2629488,No,No,-,-,No,Yes,No,No,No,No
960,10.1093/carcin/bgs286,https://academic.oup.com/carcin/article/33/12/2441/2464228,No,No,-,-,No,Yes,Yes,Yes,No,No
961,10.1093/brain/aws299,https://academic.oup.com/brain/article/135/12/3551/287062,No,Yes,10.1093/brain/awu269,Image Duplication,No,No,No,No,Yes,No
962,10.1093/pcp/pcy196,https://academic.oup.com/pcp/article/60/7/e1/5191222,No,Yes,10.1093/pcp/pcz134,Image Manipulation,No,No,No,No,No,No
963,10.1093/humrep/del206,https://academic.oup.com/humrep/article/21/10/2555/2914060,No,Yes,10.1093/humrep/deu306,Image Falsification/Fabrication,No,No,No,No,No,No
964,10.1093/molehr/gal015,https://academic.oup.com/molehr/article/12/4/245/1071198,No,Yes,10.1093/molehr/gau100,Image Falsification/Fabrication,No,No,No,No,No,No
965,10.1093/molehr/gam063,https://academic.oup.com/molehr/article/13/11/797/1025407,No,Yes,10.1093/molehr/gau101,Image Falsification/Fabrication,No,No,No,No,No,No
966,10.1093/carcin/bgg025,https://academic.oup.com/carcin/article/24/5/927/2390462,No,Yes,10.1093/carcin/bgy027,Image Falsification/Fabrication,No,No,No,No,No,No
967,10.1093/carcin/bgh095,https://academic.oup.com/carcin/article/25/6/987/2390734,No,Yes,10.1093/carcin/bgs146,Data Error,No,No,No,No,No,No
968,10.1093/carcin/bgl043,https://academic.oup.com/carcin/article/27/10/2018/2391498,No,Yes,10.1093/carcin/bgy028,Image Duplication,No,No,No,No,No,No
969,10.1093/carcin/bgl030,https://academic.oup.com/carcin/article/27/8/1682/2476331,No,Yes,10.1093/carcin/bgs215,Image Duplication,No,No,No,No,No,No
970,10.1093/carcin/bgq282,https://academic.oup.com/carcin/article/32/4/597/2463619,No,Yes,10.1093/carcin/bgy030,Image Duplication,No,No,No,No,Yes,No
971,10.1093/carcin/bgq215,https://academic.oup.com/carcin/article/32/1/86/2477183,No,Yes,10.1093/carcin/bgy029,Image Duplication Across Articles,No,No,No,No,No,Yes
972,10.1093/jnci/djn308,https://academic.oup.com/jnci/article/100/19/1389/948058,No,Yes,10.1093/jnci/djq027,Image Duplication Across Articles,No,No,No,No,No,No
973,pubmed.ncbi.nlm.nih.gov/23288991,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3534146/,Yes,No,-,-,No,No,No,No,No,Yes
974,10.1007/s00125-013-2998-6,https://link.springer.com/article/10.1007%2Fs00125-013-2998-6,No,Yes,10.1007/s00125-014-3476-5,Image Error,No,No,No,No,No,Yes
975,10.1007/s11095-010-0050-9,https://link.springer.com/article/10.1007%2Fs11095-010-0050-9,No,No,-,-,No,No,No,No,No,Yes
976,10.1113/jphysiol.2013.264002,https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/jphysiol.2013.264002,No,Yes,10.1113/JP272726,Image Duplication Across Articles,No,No,No,No,No,Yes
977,10.1111/jgh.12723,https://onlinelibrary.wiley.com/doi/full/10.1111/jgh.12723,No,No,-,-,No,No,No,No,No,Yes
978,10.1016/j.jstrokecerebrovasdis.2016.03.033,https://www.sciencedirect.com/science/article/pii/S1052305716001865,No,No,-,-,No,No,No,No,No,Yes
979,10.1016/S0006-291X(02)02004-1,https://www.sciencedirect.com/science/article/pii/S0006291X02020041,No,No,-,-,No,No,No,No,No,Yes
980,10.1016/j.yexmp.2014.09.006,https://www.sciencedirect.com/science/article/pii/S0014480014001476,No,No,-,-,No,No,No,No,No,Yes
981,10.1038/aja.2010.57,http://www.asiaandro.com/Abstract.asp?doi=10.1038/aja.2010.57,No,No,-,-,No,No,No,No,No,Yes
982,10.4196/kjpp.2016.20.4.325,https://synapse.koreamed.org/articles/1026100,No,Yes,10.4196/kjpp.2017.21.2.277,Image Duplication Across Articles,No,No,No,No,No,Yes
983,10.3109/02699052.2015.1004746,https://www.tandfonline.com/doi/full/10.3109/02699052.2015.1004746,No,Yes,10.1080/02699052.2018.1475604,Image Duplication Across Articles,No,No,No,No,No,Yes
984,10.3109/10641963.2015.1131288,https://www.tandfonline.com/doi/full/10.3109/10641963.2015.1131288,No,Yes,10.1080/10641963.2018.1475654,Image Falsification/Fabrication,No,No,No,No,No,Yes
985,10.1042/BJ20051839,https://portlandpress.com/biochemj/article-abstract/396/3/517/93394/Bacterial-lipopolysaccharide-induces-HIF-1?redirectedFrom=fulltext,No,No,-,-,No,No,No,No,No,Yes
986,10.1158/0008-5472.CAN-10-0655,https://cancerres.aacrjournals.org/content/70/14/5923,No,No,-,-,No,No,No,No,No,Yes
987,10.1158/1535-7163.MCT-09-0638,https://mct.aacrjournals.org/content/9/3/569,No,Yes,10.1158/1535-7163.MCT-12-0452,Image Manipulation,No,No,No,No,No,Yes
988,pubmed.ncbi.nlm.nih.gov/12873984,https://cancerres.aacrjournals.org/content/63/14/3913,No,Yes,10.1158/0008-5472.CAN-17-2475,Image Duplication Across Articles; Image Manipulation,No,No,No,No,No,Yes
